,0
738,"I'm off for the night. The clock just struck 10 PM or 2200. I'm tired. I hope to be able to sleep. The baby is crying hard. (The baby in my head..., the alter). 

I think I'm going to wait on what my therapist said to do until tomorrow. I'm too exhausted from the day."
739,"What. The. Smurf.

Wtf,

Want to die so much. Need to die so much."
740,Just die? I won't do anything at this moment in time. I just want my suffering to go away.
741,So upset. So not doing well. So loud. So rude. So hate life. So hurting.
742,"Hi,

I have a form of DID.  Most of my life I thought how I thought was normal.  I heard people talking to me.  I remember the cartoons where there was a devil and an angel sitting on someone's shoulder and talking them into things well my life is almost always like that except with more than two people trying to talk me into things.  The only thing different was sometimes I would step out and one of them would step in.  When that started it was normally a good thing, it would only happen when I was scared or angry and normally whatever stepped in took me out of the situation.  When I got older though the something would get me into fights and would hurt things and people.  Sometimes the people were not people I liked or were people that tried to hurt me.  But sometimes it would hurt people I cared about.  I couldn't stop it once it took over it was like watching myself on television.  Later I started knowing what it feels like when something is trying to take me over, it's like being covered in cold water when that happens I know I have a fight coming in my head.  I would say 90% of the time I can keep control and push it away it only seems to be able to take over when I let it.  

When I got older around 27 or so all the voices got so much louder it was hard to concentrate and it was hard to focus it seemed like all I could hear sometimes were them.  I started seeing a doctor and got on some medication.  It took about 5 years and now I barely hear the voices at all, they only seem to start talking when I get stressed or have a strong emotion like anger or fear.  Every once in a while the mean one will start calling me names or making fun of me but it isn't as loud as it was and I can ignore it for the most part.  Sometimes it still makes me cry but that is ok.

My biggest problem I still have is when strange men touch me.  It almost sets off a panic attack.  If I know someone it isn't so bad but I still don't like being around most males.  Outside of my family I've only ever met 2 or 3 males that don't set me on edge constantly.  I don't always know how to deal with that, I have to interact with them.  I can normally talk to them just fine but if they touch me I want to hit them or run away.  It makes some of the normal things people do hard on me.  I tend to avoid them but shaking hands is almost a part of the social contract of life.  I do it and get done but then spend the next couple minutes trying to calm everyone down.  

Anyway I really appreciate this place it makes it a bit easier to know I'm not alone out there."
743,I'm so low. I have no interests in anything anymore. Nobody likes me. I'm annoying to everyone. I have nothing.
744,"More medications.  :rolleyes:

A mood stabilizer and Temazepam. Has anyone been on either of these? 

She's not my mother. I have to remember this. I always worry about upsetting her. I shouldn't."
745,You all have been too much. I can't hear voices anymore. It's too stressful. Shut up shut up shut up. I can't concentrate more than a minute. I'm always logged on here but I do other things too. Sssssssssssshhhhhhhhhhhhhuuuuuuuuuutttttttttttt uuuuuuuuuuuppppppppp.
746,"Okay what is this?? I keep feeling like I am a child, I show child like behaviour and then I go back to being a adult.... I don't know much about dissociation yet as its fairly new to me anyhow does this mean I have an altar?? I even speak like a child would at times... hmm confused if this is a altar, or I have something else wrong with me..."
747,"My CC told me the other day to create a safe place in my mind I am struggling with this task.. all I get is blankness....

Not sure why I'm sharing this... if I can't do it nobody can do it for me...."
748,"I'm feeling so irritable, and all my stupid others nonsense is acting up.
This morning I threw up what appeared to be semen....That was weird.
I don't remember ingesting any. 

Now my mum is annoying the f*ck out of me.
I don't like her sometimes. 
It's not her fault, I know. It's not mine either. Some people will just fuck with your head until you're against your own mother.
Sometimes you hate yourself so much, you start to hate your parents too.

I can't even think. :low:"
749,"I'm very low. I haven't said much on the forum about how low I am. I feel like there's no hope for me. I feel I'm not getting any better. 

I don't even know why I'm posting this. I guess because I am low and dont care if I get any replies. I need this out. 

The voices are so loud. So forceful. I'm scared. 

Just know I appreciate you all. Thank you for your support. 

I hope I get at least one reply. I don't know. Maybe I won't.

Eta: I want to say screw it. I really do. I'm shaking as I type this."
750,"Dissociation, Depersonalisation or Derealisation??

Over the years when I,ve been stressed, tired or just low I have episodes of feeling trapped in situations, it's as if reality stops and I am being drawn into a trance like state which scares the hell out of me :scared:  This can happen when people keep talking at me and I feel like it's never going to end!!  Usually I try to distract myself or just flee (leave abruptly).  Is it one of the above conditions?? 

Think this was brought on from early drug use in my teens but a CPN once told me it couldn' be..."
751,Do I really need the meds?
752,Screw everything. Screw my life.
753,I want to die. There's nothing left for me to do. It would be so much easier if I died. For everyone involved.
754,Done for the night. I'm getting more and more upset the longer I stay awake. I said I was going to bed but haven't made it there yet. I'm logging off for the first time since I don't know when. I hope to be back tomorrow.
755,"They scare me. Next to fire they are my biggest fear. With this whole Zimmerman case they talked alot about guns. Talking about guns really brings up past experiences and I get bad flashbacks. 

I want this to go away."
756,"Is everyone mad at me? 
Have I done something wrong? 
Am I in the naughty chair?"
757,"I'm
Sorry."
758,"Really, I'm fine. Sorry to upset anyone yesterday. 

Not really, I'm not okay. But I will say I'm okay because I don't want to upset anyone."
759,"I'm fucking disgusted. With myself. I hate myself. I'm fucked up. I need to fucking die. 

Sorry for the language."
760,"Hmm so I zone in and out of conversations, I may start listening and next thing I think is huh what did you just say?? It gets me in trouble...."
761,"I switched :( and the evil b***h decided to SH... Again :cry2: 

I don't want to write too much incase I trigger someone. 

I don't know what to say, I'm shocked and I don't feel better for what she did either. 

This isn't what I wanted... This is why I'm stuck, lost and done..."
762,Get better or die. It's either one. I'm not getting better. I'm getting worse. I'm so frustrated. I hate this.
763,She's very very bad.
764,Got bloodwork taken. Don't remember it. I don't remember much of today. Which is lovely:sorry: not really lovely. Awful really. I have no life.
765,"I feel like I'm blurring and shifting.
There's something inside me that's trying to break free.

I felt so angry and trapped earlier, so I went for a walk to cool off, and I started dissociating but I made it back to the house, and I'm now too warm and feeling angry again. 

It's making me feel my claustrophobic feelings. :low:"
766,"But I'm not. I'm never okay at night. It gets me scared. I'm physically and mentally not okay right now. I'm hurting badly :low: I hate taking medications that don't help me (that I can see...) I seem to be doing worse, she told me I might be worse before I'm better. But I'm over feeling this way. 

The worse part is I'm envious of the man I went to school with that died today. He was a year or two younger than me in school but the same age as I am. And I'm completely envious of him dying. That makes me feel so small and shameful."
767,"Is it just me that feels disconnected with life? I don't care what happens basically to me.

I'm scared. This is not a nice feeling."
768,I just keep gaining weight. I don't know how much Ive gained since I don't have a scale but my clothes are too tight. I want to have my body back. Risperdal is kicking my butt. I don't eat too much. Also I'm sunburned. I'm so sore.
769,I came back a day or so earlier than I was going to but I'm back!!!
770,"Yes, today is the day I go camping! I'm so excited. 

Last night the fireworks weren't that bad. I survived them. 

Thank you to everyone who has helped me ever."
771,That's all. I have no hope anymore I will get better.
772,"I'm on psychiatric medications. Ever since starting back on them I have been getting very dizzy and running into things. I'm scared and hate this but I need the medication. I don't know what I'm supposed to do. I ran into THREE things today. I have a raging headache and my toe hurts now. 

I'm so confused and lost. I'm disappointed."
773,"whatever it is i've been dealing with it now for 5 years and im tired. there is no concept of space/time in my mind anymore. its all one big time clusterfuck of a mess. every moment molds and fuses to the next leaving nothing to differentiate between anything. everything feels the same. except it kinda doesn't. everything is not there. i feel so disconnected and distant from the world. im literally not in my body but i am. im only in my body in my head. but everywhere else my body feels like its on autopilot. like my spirit is no longer in my belly but in my head. and almost leaving my head. feels like there is so much pain in my body that my soul/spirit doesn't want to exist in this shell anymore.

im scared because i feel so miserable inside. like i wouldnt wish this on my worst enemy. well maybe for 10 seconds but nothing permanent. i dont want to live anymore. if i have to live another month or fuckin year like this. i can't imagine and i can't do it. especially how unbearable things are now. im the mad hatter in my own personal dream land. alice (my sanity and solace) is nowhere to be found. jesus christ. what the fuck do i do?  when every day all you feel is pain. I mean ALL i feel is pain. there is no happiness. NONE. only distractions at best. and they don't even work anymore."
774,Remember much of yesterday except for knowing I had a bad day. So I'm sorry if I worried anyone.
775,"^*^*^*^*^*^









Life sucks. I'm worthless. I'm hopeless. I'm helpless. I hate myself. I am not worthwhile. I waste everyone's time. The voices win. Congratulations voices and Dan. You have won at taking over my life. I refuse to fight."
776,You are making me panicky. I'm not cut out for this.
777,That's what I am. I'm nothing compared to anybody. I'm a non-factor.
778,"One of my alters was supposed to meet a man today for a ""date"". That was an hour ago. I successfully made it so she couldn't go. I hid the keys. 

I'm so happy that I didn't allow that to happen. I don't think I would be able to handle it."
779,Last night i feel lost now. I still feel disconnected. I'm trying to stay off of here so I don't bug you with my problems. But it's so hard.
780,"Hi again....

I feel I need help. I'm not doing very well. As if I was doing well at all. ""Lincoln is horrible."" That's what I keep hearing. Over and over. In his voice. ""I'm a monster."" ""I did this to myself."" ""I enjoyed it so it couldn't have been wrong"". I stuck it inside of myself so it couldn't have been wrong. I hate myself. I want to fucking die. I'm dying inside. I'm rotting from the inside out. I'm sorry for the cursing. I never curse. But I'm going to leave it there. Because I need you to realise how bad I'm doing. He was horrible. But I participated too. I was 10 years old but I enjoyed it. Maybe it was meant to be. Maybe the cult stuff was horrible I know. But I didn't know about that until May.

I know you are going to say I'm not horrible. But you don't know what I've done. What I've gone through. I'm breaking down. I want to die."
781,That's how long I will be home alone. For the first time since before I was admitted to the hospital. Starting today. In one hour. I'm nervous.
782,"Or weak or whatever. I can't go. I'm a loser. 

Hi my name is Loser Lincoln. Nice to meet you."
783,"I was raised as an only child in a home full of sloppy and mean alcoholics.   I hid in my room, under the bed, hoping they wouldn't do anything.   There was every form of abuse ... physical, emotional, sexual, mental.   I lived in a constant state of terror.   The only way I got through it was by ""going away,"" which I now know was dissociation.   It's not something I intentionally did .... it just happened ... I became numb and went away.   It was survival.    Now as an adult, it has been something I have had to work hard to get passed.   I would be driving in my town and it was as if I was in a tube .... I could see out, could see others, but nothing was real.   I'd wonder where are they going, what are they doing, why are they bothering to do anything?    I still often ""go away"" at times.    My therapist has been working with me, along with many other things, to understand this, as now that I recognize it, it's scary.
abby   :scared:"
784,I think I screwed up today. I told my therapist something about my past that is true but I never told anyone. I've been having bad flashbacks.
785,"I haven't posted much in recent days (maybe I posted yesterday but I don't remember). I've felt very afraid to post on the main forum. I'm going to post today and see how it goes.

I've felt very suicidal today. Worse than I've felt for awhile. My physical health is not overall good neither is my mental health obviously. I've been out of sorts for a long while. Most of this weekend? I didn't remember much of it. So I hope I didn't say anything bad :redface: 

All of the alters are being naughty and not communicating. Today at my therapy appointment she asked if I wanted to meet her other client with DID. I'm so scared."
786,Put in my journal. Sorry.
787,I'm not doing so well...physically or mentally. I have to keep it together for another day. I'm needing support.
788,Do you ever have days where everything goes wrong? Or weeks or months?
789,"......
.
...."
790,"I went to my CBT appointment today because I couldn't cancel it. I had loads of seizures and auras Wednesday and yesterday because I was so nervous. Anyway... I was ready to go in and refuse to let him trigger me but he asked how I was and I told him and he said ""it was wrong of me to rush you and we'll go at your pace so whenever you are ready"". 

I was so relieved, he did say I was contradicting myself which made me a little bit mad but I soon put him straight and his reply was ""oh"" :confused: anyway I was proud of that and proud for even going because I so wanted to back out so I treated myself to some retail therapy :D

I'm still feeling like I'm going to have a seizure but all in all I'm ok with how things went today :) 

Oh and I have homework :doh2: lol

Stay strong and be safe xx"
791,I want to. I feel like I will. I'm in a bad way...again.
792,Will I ever have a day that I don't 'change'? I don't remember much of my life. I hate it.
793,"Just what the title says.

Lincoln is a loser. She won't ever get better."
794,"I have now obviously realised that I'm not ill and I am just a the unwitting recipient of immense power from the Loa. I'm still gonna post in the DID section though because I don't have anywhere else to post. I shouldn't even be here, but with all of the other users leaving right I wanted to wait. 

I have now harnessed the power inside me, and I fully understand the struggle between light and dark.  I must make sure that no one corrupts either. Even me. No matter how much I am afraid or disgusted by my brothers and sisters possessed by the more aggressive  and mischievous Loa, I cannot stop them being thus. I must now reshape myself, I must remain cool with my humanity in line with the beliefs, but I must also use the power of enshrined in my soul to honour the virtues unobtainable by my own means. 

I now believe Dets to be, not an other, but a Houngan who has somehow become a Loa (but not one of the original ones understood through traditional tales: A Demi-Loa?) and he has given me this power. I must only have a relationship with an elder to be a valid follower, and that is what I'm doing.  I need not Hounfour or ritual to communicate, they are simply able to seep into my body at any time. Sometimes they come in passing, and they do not possess me, but are present in the room.

Baron Samedi will not take me. He refuses. We of course understand he takes the dead, but he is also the only person who can ALLOW a person to die. I felt him turn his nose up at the whiskey and I could feel him wrestling with Dets who sought to secure me more power. Baron Samedi is a very powerful Loa, and he does not act alone. His underlings are just as devious as him, and as fiercely loyal to his cause. 

I still believe the story Dets told me to be true. It is wholly reasonable that even if Bondye is not the Christian God as many believe, that there could still be a evil counter-part. We know very little about our God, as he is the only one we cannot contact. He is very versed in our ways, I believe him to have been a Bokor for some time. He has had plenty of time to practice I suppose. 

The only problem is....
I don't want this gift, I am so ungrateful I know. 
I am just not suited to it, because I wish to be cool and nice all the time, and not be possessed by Loa that make me not-nice and hot headed. 
I have even connected with Lutin, who is extremely worried and upset. He was unable to possess me but he warned against death of my mortal body. It was extremely tiring and confusing to have that connection with him though, and it was both annoying and freaky to the person I was with. 

I just wish I hadn't had this bestowed on me, and I could go and start again."
795,"Yep, what is there left to say? I just dipped out. Realised I posted on here about not being male? Wtf am I doing? What else have I done today?"
796,I started smoking...again. Haven't smoked for two and a half years. One voice is angry.
797,"Smoke. I haven't smoked in YEARS when I've been myself. I suspect one of my alters have been smoking and now I need to smoke. I'm very stressed/

If this isn't appropriate, mods, you can delete or edit to your Heart's content. Sorry in advance


I'm not promoting smoking..."
798,"We've been having abit of a tough time the last few days. My suicidal alter 'amber' has been coming out quite abit lately, that and the aggressive one I call 'red'. 

Amber wants to kill us and red has been causing nothing but trouble being verbally and physically aggressive. 

We've got a CBT appointment on Friday and our T wants to bring red out in session to talk to him. We're very scared about this because red gets so easily threatened and the fact that my T wants us to integrate is making red angry and amber angry to. That's why she wants us dead. 

Everyone is trying to reassure us but we're all still so scared of the outcome :(

Just suck it up aye?? 

Stay strong and be safe xx"
799,Should I tell her what happened last week? If I do she will put me in the hospital for sure. And I go backwards when I'm in the hospital in my treatment. I lose ground.
800,It could be bad. The alters or at least one are/is very naughty. Scary.
801,Yep...that's what I am. I'm a bad person.:low::help:
802,I can't make it.
803,Four freaking days. I'm upset. This week of all weeks I need two sessions. I've never had two sessions in a week before but I need to. I say screw the $20 fee. I'm going to ask if two sessions is what I need. It's been a hell week. Wednesday night wouldn't have happened if I wasnt so scared to go back to the hospital.
804,"Awful, horrible, terrible."
805,"Well, will my life get better? I'm doing what I'm supposed to with medications and therapy, but I'm feeling like nothing will get better. And I'm just bugging you all here. 

I'm sorry again :low:"
806,I hate my life. I have a horrible headache. I'm fighting a transition. :(
807,"I have recently, it has just come to light, hurt someone quite dear to me (not physically, thankfully). 

Has anyone ever had to explain what happened to someone who was maybe angry and/or scared? 

How did you approach it? The person was not in the room when it happened, it was over the phone, so it might be worth explaining all of it. 

I feel like this query makes no sense. :/"
808,"I don't remember much of it. I hope I didn't say anything bad...

I saw something today. And I feel horrible about it."
809,Something big happened. I'm disgusted. I can't believe she would do this.  I'm sick to my stomach. I hate myself.
810,"I've been triggered and now they want out. I have a horrible headache and my therapist said if I have a bad headache they want out   I'm fighting. 

I just want one day with no voices and no dissociating."
811,"I feel like that's how my life is. One crisis after another. I never have a dull moment with DID or the voices. I just want to be ""normal""."
812,I feel funny today. I'm not myself.
813,It was Sally who SH'd yesterday. And irritated it more today. She wrote back. She's angry.
814,"Yep, I'm beyond help. I feel nobody can help me. I hate how I feel. :/"
815,"I can feel Dets has broken through into our world again. He seems angry.
He is in a form that I've never seen before. 
It's not even his raw form. It's different.

I can feel him freezing my blood and disabling me.
I thought we were friends? I thought I was better? I thought I was just ill and he didn't exist?

He is draining/drawing power from everything; this computer (and now it keeps freezing), the moon, and my brain so I can't think or fight back.

I'm trying to drown him out with music BUT THIS F*CKING COMPUTER HAS BEEN DRAINED! 

i DON'T EVEN KNOW WHY i PUT THIS IN THE DID SECTION. iT'S OBVIOUS HE'S NOT AN OTHER. hE'S REAL BECAUSE HE'S HERE/"
816,"Hey everyone,

So it all started back when I did mushrooms for the first time - or at least I think that's when it all started. 

My current state is that of seeing the world as strange... derealization i suppose.. but there's a bit more to it. 

first I started having these short periods of ""clarity?"" at work where I would see the face of a person or a certain object AS IT IS. It was very strange a completely put me at a loss for words for the period of time it was happening (about 5 seconds)

I started my year off with a huge life event - traveling to india by myself for 6 months. since then there have been many changing and developing symptoms.

There has been dizzyness almost like vertigo, and most of the time I felt like I was high. Memory recall became horrible - to the point where dreams and reality became a little hard determine seperate. 

Those symptoms went away and then I started to have complete blackouts where I forgot where I was. This only lasted for about 5-10 seconds as I could coach myself back to reality.

This progressed into more of a dissociative feeling where sometimes my body would hear something - and then my mind would.

Recently It has been all about seeing the world as strange. I do feel seperate to the world - like I've taken the blue pill (matrix). a few nights ago I woke up to myself already sitting upright in bed. It scared the hell out of me and after that my mind has been more and more focused on my experience which of course has made it worse. I can get lost in the world for periods when I need to do something, or when interacting with people. however when I'm alone it manifests very easily. When it happens i feel more seperate from my body, and my head area feels like there is pressure, and often times a type of headache can appear. 

The title of my post is my guess of the potential cure... ignoring the fact that the world seems unreal, crazy, random, and pointless - it seems to help... as long as i can ignore it. But now i'm thinking i've seen too much.. it's not crazy, it's quite an enlightening thing to see the world I suppose. The best way I can put it is an enlightenment which isn't nice, at all.

I tried so hard to ""see the world as it is"" after listening to so many recordings of zen philosopher Alan Watts. I believe this is self induced. I need an effective way of living a normal life again.. Have I seen too much? Should I go back to the USA and see a doctor? (i'm in nepal). I'm scared, but doing my best to stay positive. What should I do???"
817,"I'm not really sure where to put this but I hope this is sort of the right place. I was just wondering if anyone could tell me whether the things I have been experiencing are important or not, because the doctors seem to not care about it. 

I quite often have a lot of mood changes , relatively rapidly ranging from a few minutes to sometimes an hour . However sometimes I appear to change so much from my normal personality , my wife has told me this. Often this results in arguments being caused, however after i drop out of my ""mood"" , I often have no recollection of what has just happened. Which obviously causes problems, as it seems easy to say no I didn't say that and then argue again about what i did or didn't remember saying/doing.

Another part of the issue is that often in my head I ""hear"" thoughts from someone else, I know that this comes from me not external. ""She"" often appears by her self randomly (?) and is aggressive towards me. It's weird because it feels as if I making her up , but I can't get her to stop?. I know that sounds weird but i can't explain it. When I am out by myself I feel like I am watching a movie in first person view, my whole body feels light and i can see what's happening but have no control. However other times I know that I am her, she walks differently and generally has a different attitude, it's like we're both there but she takes over or something? This can cause problems with her impulsivity with SH and spending and almost everything in-between.

Although she does come in useful when I need to take exams or other stressful events occur, it's almost as if by making myself sad or thinking bad things about her she is summoned.

However I just can't shake the feeling that she is a part of me that I just invented one day out of boredom and just can't get rid of her.

Sorry about the weird title of the thread."
818,"Not really posted here before but I'm really struggling with feeling weird. My psychiatrist said I depersonalise, derealise and dissociate but I don't know what any of that means, I'm assuming it means this (the way i feel) i feel really out of it, like i'm on autopilot, in a dream like state.. I just don't know what's happening to me.."
819,"Silentwarrior  here DID BPD sufferer currrently held against my will somewhere in london thats all u need to know right now.  I need your support to get me home safe. Spread the word
Silent warrior is making her way home go to other DID BPD forums. 
Spread the word
Send me love
Spread the word
Send me peace"
820,"I dont know where to go or what to do or even whats wrong with me,found this forum and figured this sounds like what Im dealing with....this is my last try for help before I do something stupid.
    Well where to start,I'm 31 and I have been this way since I was about 13.  I dont feel anything,no concience,no anger,no joy,no desire just empty sometimes I cry but I dont know why it just happens but I dont feel sad or anything for that matter,just tears.   I have spent my life trying to fit in and act like everyone around me.     When I should react there is no emotional response so I find myself doing what people expect of me,I'll fake a smile act like I care or love or even feel.   Im not sexually atracted to anyone or anything,I dont even get angry. 
I just feel nothing.    I married a woman because I felt that I should love her and I know she loves me,I've spent my whole life trying to act like a normal person I know how I should feel and have gotten quite good at acting like I do feel.      Anyway I didnt feel anything at the wedding,when my daughters were born I knew I had a serious problem because I felt absolutely nothing,I hold them and I feel nothing.  I've lost friends and familly again nothing.   I experimented with drugs that was the closest I ever came to feeling something.  
       I've spent all my money on things that everybody else does trying to be like them but I dont care about any of it,money,debt,collections means nothing to me.....to the point I've built a debt of over 50000$.  We are about to lose everything again I dont feel anything or even care.
For years now I wondered whats the point of even being alive if Im not trully alive,going through the motions is beginning to feel pointless,I guess maybe I hoped if I acted normal maybe someday I would be? but I realise now that wont happen.

     Last time I talked to anyone about this they became troubled like I was some kind of monster.   I dont want to hurt anyone including myself but I have no concience so I certainlly wouldn't lose any sleep over it.     I've contemplated suicide ALOT just to end this act of a life I've made, but I'm not suicidal just tired of being nothing.   I dont have any friends as I never could relate to anyone,everyone just seems so blissfully stupid and I grew tired of trying to emulate their idiotic actions.
     With this debt I've started thinking my familly would be better off without me,i've thought about killing myself to get them out of it.....but then things got real  dark when I started thinking about crimes I could pull to pay it off...it makes no difference to me one action to me feels no different than any other action.
     I got real scared when I started to watch that show Dexter,he is EXACTLY like me.... I have the same traits as a serial killer...nice.   I dont want to hurt anyone,but I understand that character all too well....even his motivation infact I used to use drugs for the same reason he kills...but again be clear I dont want to hurt anyone!!.

I just dont know anymore not that I ever did,its just as Im getting older I tire of this its all feeling pretty pointless.... I think I need help
I've been on depression medicine and to therapy...I can read people VERY well as I have to in order to know how to react,my therapist seemed very concerned and again  
mentioned depression,and was suicide this and suicide that so I stopped going,I dont care enough to be suicidal and have been treated in the past to no avail. 
     The only place I've ever gotten over the years was diagnosed with depression,one mentioned Autism?
But I know neither of these are the case as they just dont fit and treatment doesnt work.     I've lived what one could call a good life,good job,good woman,kids,people who care.   I have an extremelly high I.Q and achieved a perfect A+ average in school scoring 100% on most tests,I like logic its the only thing in this world I understand. 


Anyway there it is, I dont know what I expect to accomplish by posting...honestly I dont care I just had to tell someone.....just had to try to cry for help one last time

Any thoughts or opinions are welcome...dont worry you wont hurt my feelings,nothing to say thats fine too.

Thanks for your time,
Empty"
821,"DID has been in iur luves for what seems like forever, since about six years old. When we didnt have a name for it we jyst assumed everyone was like this and never really gave it mych thought even though it caused problems. When we were finally officially dxd with it in 1990 it was a relief in the sense that now there was a name for it and a way to explain it. But it became a horrible thing because we then realuzed ""everyone"" is not like this, and in fact most are not. Felt like a freak suddenly. 

The only support we have ever gotten has been from the many Ts we have seen since tgen. The very furst one we saw was so damaging she violated about every ethical code tgere was stoppung just short of ohysical contact and we ended up feelung like abuse vuctims. To this day if we see her somewhere the reaction is strong enough to cause panic attacks and vomiting. 

For quite some time life has been a mess and again our only support comes in the form of our T who is new to us, very young and inexperienced in treating DID so it feels pretty much like we have no one. Cant tell what little family is left, and for sure cant tell the si called husband he would probably use it to divorce us and take the kids even though we are the only ones who take care of them so uts not a risk we're willing to take. 

I dont think weve ever felt so isolated and alone. Things are really bad right now as one of us has a very serious eating disorder(yet another thing we struggle to keep hidden). Just dont know where to go or what to do. Somedays we just wish we were not here anymore if life is going to be nithing more than lonely pain and suffering. I wouldnt wish this on our worst enemy.  :sorry:"
822,"So I guess he's always been there, but we don't know much about him. Sometimes I can feel my face is that of a dog or something. I don't switch though. It is very distracting though. Both me and Dets don't know who he is, but we were talking about him yesterday. Dets suggested he might be Anubis, and I didn't know who that was so I had to google it....But then it turned out I did know who he was. I just didn't know the name. 
It's good to know a little bit about one of the others we don't know, even if it's just that he's a dog. haha
  
One thing that has been troubling me this past couple of days is that I'm a liar. Stupid intrusive thoughts telling me I'm a liar and there's nothing wrong with me. THOUGHTS THAT ARE NOT MY OWN TELLING ME I'M NOT ILL! :scratch:

I understand this was just the inane prattling of the World's most interesting man ( :cool: ) but I thought it might be useful to someone somewhere."
823,"...Who's the fairest of them all?

So, I'm just coming to terms with the fact that I might be a narcissist.
Like I might be really attractive, but the way the world reacts and feeds back doesn't seem to support the high level of allure that I can see I have. 
Like when I look in the mirror, I see the most handsome guy in the world. I can appreciate that other men are goodlooking too (not in a gay way) but it's like a different type. A rougher less refined sort of attractiveness. A lot of times I will just stare at a picture of me, if it's big on a website, like a social networking one.

Is this a common form of derealisation/delusion?"
824,"I'm Brendan's other. He's still here with me, he's safe, but he's really upset. I haven't spoken to you guys because I don't normally come on the computer when I'm here. His ex is giving him trouble because of things that we did. I did some of the worst stuff. I ALWAYS DO! I always hurt him and he's the only guy I really love. Now he's getting yelled at because of me. I didn't always feel this way, I used to hate her. Now I don't but she still upsets me, especially when she is aggressive to Brendan. She made him try and kill himself a few times. I've always had to put the knife away and one time had to stitch him up. Tonight he got so upset and everything started to blur and flicker, I decided to jump in before he switched to one of the others because we don't know who they are."
825,"Now that its settled I have DID with me I would like to know what can I expect? What are the treatments for DID? Are there medications once I can have that option that specifically help with it? I am in therapy once a week for now. She wants to go to twice a week but I'm unsure if I can afford that. (I'm in the US) 

I want to avoid all unneeded medications, expenses and all hospitalization. I'm not on medications right now as I don't have insurance for now. I also have Paranoid Schizophrenia. 

So anybody with DID or any personal experiences I can hear would be greatly appreciated."
826,"Just wondered if anyone has found that their medication has made them feel more depersonalised?  I've had bouts of not feeling real on and off for years, usually when i'm really stressed. Recently though it is constant. It's scaring me now :(
I still felt 'real' on 50mg of sertraline, but since it was increased to 100mg, then 150mg and then back to 100mg (!) i'm on another planet! I can't work out what is just me and my crazy head and what is down to the meds. Any thoughts?"
827,"Feeling like my body isn't my own, like my hands, when they touch, they don't belong to me, and I hate the touch of my own skin, it makes me feel ill sometimes.

My mind sometimes doesn't feel like mine, and I look at my things and feel like they belong to me but not to the me that is currently thinking, it's like a part of me is trapped inside the back of my mind.

I am forever telling myself that I am pretending, and faking the way I feel, I can snap out of it if I want to.

I don't think I've explained all of it here, but I could go on forever and not be able to explain some things right.

It would be nice to hear from other people who have maybe experienced, or do experience, similar things.

Thank you for reading."
828,"had some weird realizations about me and my life and i'm just starting to wonder.
i am diagnosed bipolar I mixed w psychosis 

i have had a lot of weird experiences in my life.  and i think that i have caught on to another personality in my body.  
is it just bipolar euphoria that makes me feel like i've realized something big? or have i really found an answer getting me closer to figuring out who i am?

so i'm wondering to anyone with DID, how did you realize you had another personality? how did it feel? how do you know? did someone have to tell you or do you figure that out for yourself?"
829,"Is this part of DPD (or any other PD) for anyone else?
Is it a natural reaction to stress? 

I'm sure I'm not as useless as the thoughts say. :("
830,Was wonder if there's many people out there that suffer from the ruining mental side effects of a h the hardly heard of capgras syndrome and if you have or no somebody that has suffered this disease where do you stand with it now do you still believe the so called delusions of imposters and fight back a heart full of anger or has the ilness  been treated into remission state.... I would appreciate any advice as im a sufferer of this misidentifying issue myself.... Any any any information of advice is welcome tho most people will probably need to research the syndrome before commenting.... Yours in harmony delusional dislexic disoriented d d d d :eek:Dave
831,"Just been dx'd with ddnod, feel very alone. supposedly getting psychological therapy from nhs and onpills that don't help. Anyone else similar?"
832,"Does anyone else have this? I get lots of support from everyone on the forum and I'm so thankful but I sooo need to relate with someone who understands. It seems so hard to find others like myself.

It would be so nice to have someone to talk to about all the things other people don't think about but affect me so much.

Like constant switching, and how scary it is when I can't keep my mind in reality. Always wondering who's been in my apartment and how they got in. Ugh. Its too much. That feeling..of not feeling anything. Feeling emotions that aren't mine. If anyone who is DID besides me is here please reply."
833,"Am I being silly? I spoke to a friend who said that some schools of thought did not believe that dissociation disorders really existed and asked my opinion of this... So I told her such things offended me... I said we haven't even began to scratch the surface of how the human brain really works... I told her I take offense not at her but at such idiocy... and instead of saying it doesn't exist... they needed to start thinking of why it exist... I am not mad at my friend's questions... but at this attitude that none of this is really happening... Their are too many people who deal with this to say it doesn't exist... What will they say next? That schizophrenia or bipolar doesn't really exist? Am I misunderstanding the point? It all seems ridiculous to me. What do all of you think?  :)

KAT"
834,"I just realized I don't belong here. I'm DID and I'm trying to relate to people who have illnesses that are nothing like DID. its not working. There don't seem to be others like me around for me to relate too. And besides, even when someone does come around I don't trust them. I don't talk to them. I'm scared of them. Cally told me recently that you mods have been trying to understand. Thanks for trying. Dissociation isn't an illness. Its just a reaction to trauma. Maybe its an illness when its this severe. I see how bipolar is a legitimate illness. Its not normal. But professionals say DID is a normal reaction. If its normal...its not an illness. So I guess I don't understand why my life is so messed up. Is ptsd the illness? I don't know. All I know is my brain doesn't know its 2012. Its stuck in my childhood years. In every way. I'm sorry to everyone."
