,0
855,"I tried this the other day, and it worked pretty well I think. Didn't feel unauthentic at all.Weird, yes. (as in: unfamiliar) (There's probably some 'pun' hidden in the unfamiliar there. Now my thoughts are racing.  )I pictured myself in my parents-house, way back. Picked up the small boy that got so molested there, sat down, inside that house, way in the open in the living room*, and hugged and held 'him'. It felt quite physical even.I'll try to do that more. Thanks.You mentioned elsewhere (I think. Can't find it anymore. So perhaps it was somebody else who said this) that you spoke to the Inner Child as ""you (me) are safe now"" (or words to that effect). The ""you (me)"" struck a chord, as I earlier this month I 'spoke' to my Inner Child, and also referred to us as ""We"". That also allowed an 'opening up' to the ""me"" of now, as well as the ""me"" of then.We'll be making a great team.    ""Me, myself and I.""   "
856,"That was Walker who recommended doing it even if it felt inauthentic, I just forgot to bold it    Glad to hear it went well though.  I remember when I first heard about the inner child in an Adult Children of Alcoholics group and fled because it seemed so completely silly at the time.  Looking back I think what it was overwhelming and threatening.   Let younger me surface? No way, much too much pain.  It's only been in the last year that I have acknowledged my IC and accepted that she needs to be heard or she and I will continue to suffer.   I do now completely believe that it is through compassion for our younger selves that we will heal.  I didn't realize how much I invalidated her, wished she would stop being so needy, demanding and hard to deal with at the worst possible times......   until I started to acknowledge her.  Poor, poor lonely, frightened kid who needed a hug like younger you.  I did buy her a giant teddy bear which sits across from our bed and smiles at me/her every night. Ultimately I hope we will become more integrated. I do notice a younger sense of humour popping up now and then (e.g., corny jokes), a tendency to burst into song, a silliness that is spontaneous, and even a little devilish at times   so I think (hope) that is beginning to happen.  Hugs to our younger selves, they survived some really terrible things and now it's time to heal, be well and thrive  "
857,"Thank you for sharing this Kizzie, sounds like just what the doctor ordered, as I also suffer from abandonment issues   "
858,"Kizzie I just found this post of yours and what Walker recommended and TBH it bought me to tears, I certainly didn't expect that to happen. I am often in touch with my inner Children and I am aware that my husband has some traits that my dad who was my abuser had. he died when i was 18 so i never got to know why he did what he did    I didn't choose my husband though at the time i thought I had, it was my kids who made the choice, hence me been in the US.Thank you for your post  Kizzie you have given me more to think about...."
859,"I am just starting to get in touch with my IC and like kizzie I have spent so much time trying to rid myself of her without truly acknowledging her.  So thank you, kizzie, for sharing your experience & tying abandonment to that deep, soul-dragging loneliness.I have spent my life trying to find someone to take the pain of abandonment from me, yet at the same time I could not see that I was perpetuating my own abandonment against myself, again and again, by not having confident boundaries in place to protect myself from the start. It didn't matter if they were friends or lovers, I would give anything and everything to please them at first. When they failed to reciprocate I would usually pull away, feeling betrayed. Or worse, if they were a clearly healthy person, I would withdraw because I didn't feel worthy of them and didn't want to drag them down. Now I see that if they are truly healthy, I couldn't do that unless I abused them.One of my oldest friends, whom I have supported in her ongoing recovery over the years, caused a great deal of damage and triggered my abandonment severely. I thought I was over it, but find I am triggered again now that I am the one reaching to her for support. I don't think she's actually abandoning me this time though. I think it's that she's actually enforcing boundaries for herself whereas I never did even at her most destructive. So I feel abandoned, and this is precisely the time I need to focus on my IC because she sees boundaries the same as abandonment and loneliness but I as an adult know they are not. I think back to all the people I might have alienated with neediness and, well, it's a lot.Last night while going to sleep I started talking to my IC to try and quiet my anxiety. ""I am here for you. I love you. I am here for us. I love us. I am here for me, I love myself."" It definitely felt unnatural but it also worked to quiet my racing bedtime thoughts. This morning I tried saying the Pete Walker excercise and it felt less unnatural. I also cried, so there is something to it. There is pain waiting to be released. I'm getting a little closer every day, even days like yesterday, which was messed up from lack of sleep and self-care challenges. I was still there for myself at bedtime. I am working towards being there for myself full-time."
860,"I think I am ready to be the parent I by the Grace of God and hard work I was to our children.  I guess it started with fake it till you make it.  I had no idea what I was getting into when I had them but took each moment and opened my heart to them.  Twenty plus years later they have taught me others can be safe if I choose wisely and have healthy boundaries.  For the first time in my life, I want friends and a community.  Thanks for sharing everyone!Thumper  "
861,"Just by way of an update, I was recently at my son's grad as I wrote about in a few other posts and saw my cNPDM for the first time in two years.  I did not have an EF I think because I chose not to abandon myself (Walker talks about being abandoned by others and ourselves), because I let go and connected with my S at Christmas and enjoyed it so much, I just let myself do the same thing again and it calmed any anxiety at being around my cNPDM.  What I mean is that I chose to open up to being excited and proud and happy rather than abandon that part of me and retreat into fear of my cNPDM as I have done far too many times in the past.  And that has reinforced for me how important attending to my needs and wants is, that it is something of a balm or antidote for being abandoned in childhood.  I'm not saying that sense of abandonment has gone entirely, I don't think it ever will as it is a part of my history.  I just feel like I am not running away from it as hard, that it is more a part of me, as though I am integrating it rather than separating it into a dark corner and somehow that brings it's power down to manageable level.  Sometimes it's hard to capture these inner workings in words lol, hopefully this resonates. I think a good question to ask myself before I go to bed every night now is ""Have I hugged my Inner Child today?"" and if not give her one great big    "
862,"Hi am a new user who came cross this site recently (thankfully). I identified with the original post here on lonliness as am of similar age and situation. Am also currently working my way through the book mentioned, finding it of great value and help. Just wanted to say hello as Im not really even used to forums generally. Good luck to OP anyway and keep at it."
863,"Hello and welcome, memorex "
864,"Hi memorex    and welcome to Out of the Storm.I hope this place and community will make you feel a bit less lonely, and you can share some go your thoughts, feelings and experiences here. Dutch Uncle."
865,"For once I am starting the day feeling happy! First time in a long time! And one of my first thoughts was about my forum people. How is everyone today? I have an old book (1989) on recovering from abuse and decided last night to start the exercises, which I never did before, I just read the book. And this morning I feel fantastic! Hope you all have fantabulous days!"
866,"                ...capture the moment; live it...congrats on the day, and more to come...but treasure this one first. "
867," Good morning, Three Roses! Isn't it a beautiful feeling? I love waking up happy. There's something so nice about the potential and anticipation of mornings that is exponentially nicer than any other time of day, in my opinion. Enjoy every moment."
868,Awesome stuff Three Roses and thanks for sharing.  Provides for a great reminder when we forget that great days are in front of us when the clouds are thick.  
869,"It's morning here for me now, and what a great thread to wake up to. Thanks.   "
870,"Love a good morning, one of the best feelingsHope the day ended up just as good if not better "
871,"Tonight I feel lonely. It's one of those nights when I wish I was out having fun with friends. I live alone and I have no friends. I've only been in this city for 1 year and a half, and I know no one. On the nights when I feel lonely, I drink whiskey because it reminds me of good times when I felt safe. I miss those times very much, even if they were few and far between in my life. I like how quiet my apartment is, but on some nights, the silence can feel deafening. On some nights, I'd like to hear some noise, I'd like to feel connected to the world around me, to have fun with people and let go of my anxiety, my fears and worries. But when I'm around people, it's hard not to feel that hollow silence inside of me, that empty feeling that I try so hard to fill.Tonight,  I'm wearing a green dress and heels, I've got lipstick on, and I've sitting alone drinking whiskey. Tonight, I'm wondering how my life ended up like this and why I seem to always be alone. Tonight, I feel hollow and empty, and I'm trying to fill that void with whiskey. I'm sorry for the depressing post. Thanks for reading!"
872,
873,"Lana I understand about feeling lonely, though I am married.  I am adjusting to the feelings of loneliness and my 2 dogs help me a lot. I have some pretty good conversation with them and they get me out of the apt walking.I am learning to take care of me and in a strange way that helps me feel less lonely. Is there anything you enjoy doing, indoors or out or how about on-line friends ?How about a pet would that help  ? I spend a lot of time on my own and having someone who looks at me with love and I believe listens, sure helps me  better (my dogs that is)   if wanted."
874,"Thank you for the reply Moon Hare!  I try to have a good self-care routine, but sometimes I do end up feeling lonely. Unfortunately, there's not much I can do about it right now (other than write posts on OOTS), but I'm working on it. Thank you for the post!  "
875,"Hey LanaBanana,I do the same thing too sometimes. It sucks. Feeling better at all from Friday?"
876,"Thanks Contessa!   Yes I am! I recently discovred some things about my Inner Critic and I think it got better. Still working on my Outer Critic, but I think I'm doing better from Friday! Thank you for asking  "
877,"I don't know where I should post this or if this matters at all, but I'm facing a dilemma and I don't know what I should do. I am taking some summer classes at my university and it's been rather hard to deal with my panic attacks and follow my courses. This one particular course, although really interesting, demands a lot of work (a lot of papers, etc.) I've had problems and anxiety with writing academic papers due to some of my FOO's abuse (I come from a strict family of academics) and have talked about it a bit with my T. I feel that I took on too much of a work load by signing up to this class, and I don't know if I should drop out or not (there can be no refund at this point, but I have no academic penalties if I withdraw from the class). It also seems that the professor triggers me, and I've had to leave the class a couple of times because of panic attacks. I don't know if this is a stupid subject, but what should I do? Should I withdraw from the class or should I continue it?  Feeling a bit overwhelmed... I'm sorry if this post seems whiny  "
878,"Hi LanaBanana,I don't have an advise for you. I can only say that it's often a hard call to drop something. But there is no shame in quitting. In Dutch we have a saying ""Better turned around halfway than get lost all the way."" But I know from personal experience how hard it can be to turn around half-way and back up on your track.I would take out the ""no refund"" from the equation. In matters like this money should not be of much concern. You are considering your wellbeing in this course, and probably thats the only thing you should decide your decision on.Good luck contemplating what feels best. I don't know how pressed you are for time in this, but sometimes it can help to make a personal private trial-decision and sit with that for a day or two. If you feel good with the trial-decision you still have the option to make it final or spend a day or to trying the other option and then decide. "
879,"Thank you Dutch Uncle!    My FOO often held financial matters over my head and made me feel like a burden for taking up all their money. I think I still feel like this and I am very much terrified of wasting money  Thank you for your kind words, it's very much appreciated.  "
880,"Quote from: LanaBanana on June 09, 2016, 06:58:34 AMMy FOO often held financial matters over my head and made me feel like a burden for taking up all their money. I think I still feel like this and I am very much terrified of wasting money  I know the feeling. "
881,Thank you Dutch Uncle!    
882,"Hi Artemis23, Thank you so much for these kind words, this is exactly what I needed to hear     This just made my day  "
883,"Hmm ... could you talk to the college and tell them that professor triggers you? Maybe there are other options available - like, postponement? Idk, just an idea.  "
884,"Three Roses, because it's a spring-summer session, the class is a lot shorter and more condensed. I don't think there are any other options available, as the class is ending very soon (it was only a couple of weeks long due to the short session). I know that, given my schedule, I can always take up another class to fill that requirement. Thank you for the advice!  "
885,"Personally im stubborn, I fall apart, this destroys me, is become a bit of a way of life.I refuse to fall back if I can help it, I want to change the name of Facebook to Streesor but I dont delete people that trigger me and I deal with the horrible flashback inducing memories app you cant escape from. I take all the horrible and try not to hide, nurture avoidance, I treat every episode as an opportunity to try without expecting myself to make it through, if I fall then I am what I am because like for me is something pointless to escape from.The down side of the down side is feeling like * starts to become not worth the efforts. The upside is I find myself more resilient even if absent, conditioning myself to carry on to spite of feeling lie im coming unglued.I think it only is working though because I dont force myself I give it a go and allow myself room to fail because to me not letting myself try is the worst failure, and Im going to feel sick over it all either way.In your case I cant even imagine trying to write papers in that foggy haze following a panic though, Im sorry that really is awful      "
886,"Thank you Chairmanmeow, writing is quite foggy for me and it's something I am very anxious about because of my Narcissistic F. I am trying to work on other things concerning recovery, but writing is one thing I have yet to tackle. Thanks for the support!  "
887,"Out with the old... in with the new!  So... what's the new, here?Has anyone else noticed, since starting and being well INTO their recovery, a heightened sensitivity to others' negative mood and tone of voice?  I italicize 'heightened' because in a lot of cases, going NC has brought down my stress and made me more able to let other peoples' stress slide off my back - I know what's theirs is theirs and what's mine is mine... but perhaps that is when I am easily able to remove myself from a situation.Before going NC with my NPDmom, and before all the lightbulb moments and coming so far in my own self-education and self-care, I had a lot more resistance and defenses in place for dealing with angry, morose, self-centered people.  I felt like absorbing or deflecting a constant barrage of negativity and stress was just part and parcel of being around other people, particularly family because, you know, you can just be yourself around family (i.e. lazier and less accountable for your emotional footprint).  People are stressed, people don't deal well with their stress, people can't be expected to take care of themselves, people aren't responsible for their own emotional health, people aren't responsible for the emotions they put into a room, there aren't ways to take that responsibility, people hoist their negative emotions onto the people around them - these were truths so real that they weren't even examined, they were just the wallpaper and the furniture in the room that you don't even see any more you've been living with them for so long.Now that I know none of that is true, and can see the lack of health in it, I'm finding it incredibly difficult to be around people who are aren't taking care of themselves and are letting their lack of emotional health come out in their tone of voice, like toxic fumes in the air everyone else is forced to breathe.  My cousin, specifically - her stress level is very high, I suspect she has rage issues, and it's always boiling just below or at the surface.  (I'm out of the country right now, one week into a three week visit to my cousin and her two young kids, one of whom is very special needs - here helping her move, basically doing the work of a live-in nanny + mover/organizer, which I don't mind, she needs the help... it's just been a challenge because I've been in a c-ptsd recovery depression haze for about three months so jumping head-on into this has required a lot of mental upkeep and self-care...which my cousin is basically unaware of.)More than half of what she says is in a high pitched, raised voice, ranging from emphatic to outright screaming, in an angry tone, worded in a way that expresses outraged incredulity at the person's behavior or just the simple state of things - a sort of mocking, criticizing, exasperated tone is the default.  She goes from zero to I'VE EFFING HAD ENOUGH in the space of one sentence.  I truly don't think she's aware that that's what she sounds like, or that she'd give any thought to the effect it might have on anyone else - 'you don't know what my life is like' would be the response.  It's not that she doesn't have reasons to be stressed, it's that she ... well, sadly, as she opened up to me one night, she just wishes someone would come in and save her from her life.  She has no interest or knowledge in learning about emotional health - the second a suggestion is made, she's stopped listening and is making ""But you don't understand"" excuses.  She just can't hear it.  I don't think she's got a PD!  I think that life has dealt her a really difficult hand and that she's been a nervous person her whole life to begin with, and her mom wasn't - isn't - the 'tell me how you're feeling' sympathetic listener type, so I think my cousin sort of, simplistically put, feels the need to be loud so that maybe someone will make her feel heard.  She does deal with the demands of her life fairly well on the surface, getting things done, it's just the emotional run-off that is noxious to be around.This isn't really about her, though - it's about being my being around her all the time (which I have to be, living with her for the next two weeks), and how it is soooo much harder for me.  Used to be, I could handle it with all the old emotional forcefields I've developed since childhood - my cousin is basically a sweet person who means very well, unlike my mother, and has actual real life problems she is having to deal with every day, unlike my mother who fostered her own misery and the misery of others, so comparatively dealing with my cousin was a walk in the park.  But now I am having a really hard time being around the CONSTANT negativity and anxiety - she doesn't seem to understand that it is not my job to sooth her anxiety - of course I listen and behave in an appropriate sympathetic way, but sometimes I'm not able to be present and her anxiety amps up and up and up when someone isn't there to come to her rescue - I think being around someone who has and can enact boundaries is a whole new thing for her.  I have only been around her for a week and I am finding myself avoiding her in the apartment, and being reluctant to express any emotion around her at all.  Trying to have a conversation with her about 'the way she talks' would not go over well, she's just too hyper-sensitive to criticism (she's doing the best she can!!!) to hear that it's not me judging HER, it's me asking for something I need.So this is a new stage in my recovery journey.  The old tricks aren't working - I no longer feel comfortable around unhealthy behavior - I need clean air.  I can recognize that her behavior is a result of her stress, her life, her habits and I don't take it personally, so that's good; I am emotionally detached enough that I don't feel like I need her to recognize my feelings because her behavior isn't hurting me, so much as it is making me uncomfortable to be in her presence.  Maybe this is a time when I need to stick up for myself more?  Because I'm living with her for another two weeks and so... I'm gonna be in her presence and that's a long time to be uncomfortable.  But I really don't think saying 'hey can you stop sounding so angry every time you open your mouth' even in a really 'this is about me not you' way will do anyone any good.  Maybe I just need to buckle down grit my teeth make nice get through the two weeks.  :/  This is part of the 'figuring out what's normal and healthy' without a role model bit, I suppose...She talks that way to her kids all the time too, and it makes me wince.  We teach our kids how to respond to stress and I see how her kids are learning from her and it makes me think of me and my mom... yowee.   "
888,"Sorry for the novel, thanks for reading if you got all the way through it!    "
889,"Seasaw - Your story spoke volumes to me.  And you are so articulate and able to be mindful. You are able to observe yourself feeling these feelings your cousin provokes inside of you. That's huge!  Really awesome.  What a long way you have come.I don't have much advice, being on the road of learning myself, but my experience with people like this is that there isn't really anything you can do. They make choices.  Everybody in the world, no matter how rich or how poor, has difficulties and hard things to overcome. But how you choose to do it, is a defining character moment.  Your cousin is totally unaware of your struggles correct?  But you too have faced the adversity of having CPTD head on and have chosen  to handle it with grace. Your cousin has the same choice in her own adversity.I do disagree that your cousin does not know what she is doing when she goes from 0 to 60 in one sentence.  She is trying to make somebody take on and share the responsibility for her life. She is trying to guilt or manipulate somebody into taking up the slack. And I am sorry if this is offensive but your cousin does not sound like a healthy, or mature  person  who is good for you to be around or have in your life. She's admitted that you, that she wants somebody to take over.  Believe her.I've lived with somebody like this, a roommate recently and I have no answers.  We parted ways, I said ""you're triggering me I can't live like this, it's time for you to find your own place.""  I would spend my whole evening coming up with solutions to her problems.  She would spend her whole evening arguing why none of my solutions would work. And I am a positive creative person.  Finally I just had to say to myself about her, ""Fine if you want to be unhappy and miserable, then go do it with my blessing.  But not here.""As for your cousin, maybe just set come boundaries with her.  Tell her you understand her life is hard. But outline what you personally are able to do and not able to do and that is all you can do. And that her behavior is making you doubt that you can fulfill what you committed to do for her. The two more weeks. Tell her how you feel when she screams and is angry.  Tell her that you want to help her as best you can, but most of what's wrong?  You can't help with and don't have a solution for.  Suggest counseling for her, or family therapy. Tell her you are not qualified. Tell you nderstand life is tough,  but her behavior is causing you to doubt you can finish the next 2 weeks. Because it is upsetting you to be around it and listen to it.I don't know. And you don't really have enough time to do what I did, but when I laid down the law with my roommate? She escalated her behavior for about 2 weeks and after I held firm?  She changed.  And started really trying to stop drinking so much around me and went to her room when she wanted to trip out on pills and booze combined.But rest assured your cousin is trying to manipulate you.  If only to get some relief from the demons in her own head.  Don't accept it.  It is not your responsibility. I know that wasn't very helpful but I am in baby steps myself with recovery.  But I know I must set boundaries and I am equally entitled to the air in the room. "
890,"In my experience what VF makes, and yes it's normal that these things bother you more now.  In the past they likely did at some point, as a child maybe, but you had to suppress your feelings.  Hence the C-PTSD.  I think that what's bothering you, the irritated tone, yelling, anger would bother any healthy person.Although you care for your cousin and her children ultimately it's your choice too about prioritizing yourself.  Whatever that looks like under the circumstances.  Maybe you leave her at home to brood and you focus on the children, taking them places, find coffee shop(s) for yourself.  Use the bathroom and it's lock if you can.  Whatever it takes to care for yourself as well in this situation.  Your needs are important too.  And if you've had some positive history maybe appealing to her in that way?  Something like you're having a difficult year and are healing and need time away from the apartment some, some fun outings w/the kids, baths, whatever and see how she responds.  If there's no empathy from her, then you may need to remove yourself of suffer through the experience knowing that you won't do so again.  And if there is some empathy build from there.  Sometimes people don't know our boundaries because we don't state what they are, so maybe give her the opportunity to respond too.  You might already have done so, I don't know.  If she lacks empathy for your situation that says a lot too.  If that's the case you probably didn't notice in the past b/c that was your ""normal.""I doubt that she'll change her verbal behavior completely, but maybe a heart to heart about you seeing how stressed and angry she is and encouraging therapy might be what she needs to hear from you.Posting here for perspectives to get you through the next couple of weeks should help.  You've got support here.  And really from what you describe her behavior is not ok, no healthy.  No excuses."
891,"Today I came across an advise (again) that has helped me enormously in the past years to detach me from many toxic relationships I was in. It's still a struggle for me to stay out and/or not to start new ones. So if only for a reminder to myself I post this here, yet I do hope others may find these five tips useful:How to Deal with Emotional Manipulators1. Dont negotiate with them. For emotional manipulators, its all about having, exerting and gaining more power. So theyll always push for more and theyll never compromise.2. Dont engage with them. Dont try to talk, or reason, or discuss some matter with them - as theyll try to twist your motives, and leave you feeling bad.3. Dont confront them. Theyre quick to take offense and they love an argument. Theyll then turn and attack you  and never let things go.4. Know your own personal buttons. Theyll aim to press your buttons to get a strong reaction. But knowing yourself well means you have the upper hand. Plan how to not react and to stay detached and calm.5. Refuse to accept help as theyll treat you like you owe them. Youll then be in their debt  so its hard to feel youre free.For me personally #5 has been key. I think this is what is also called: 'resisting the Hoover'.    Rather than posting a separate thread I looked for one that seemed fitting.I hadn't read this thread before, but I think it's worthwhile a resurrection. Thanks, all who started this thread and shared their experiences.   "
892,"How To Deal With Emotional Manipulators - What a terrific list! so succinct but there is so much to it. Thank you for posting this DU. Such a helpful reminder. I do need reminders when meeting new people & trying to build healthy relationships from scratch.For me #4 is key. One of my major buttons is passive aggression. It so often seems like someone isn't doing anything at all & I'm just being unreasonable, over-reacting or jumping to conclusions. That's the tricky thing for me about PA, it's invisible! For sure the best thing is to 'not react', and boy can that be tricky, to not confront, engage or negotiate. I find when I feel the strong compulsion to do those things it really helps to use distraction techniques so that my mind can stop fixating on the compulsion. Some guided meditations on detaching from thoughts can be helpful too.  "
893,"Dear Dutch Uncle,  I find I must complement your turn of fraise again, except I really don't get it this time. Please explain 'resisting the Hoover' to me.  "
894,"Danaus,I'll try to explain.What I have come to learn (or better said, am in the process of learning) is that my emotional abusers also offer help. Then they are kind and understanding. Only to be followed by another betrayal, trick, put-down etc. And then offering some help again, rinse and repeat. This process is referred to as Hoovering.So, not accepting help from them, however attractive that help may seem, is""'resisting the Hoover""."
895,"Celebrate Creative Maladjustment & Neurodiversity.David McCarthy head of Mad Pride Ireland said We show the world that madness is an everyday occurrence that affects us all and can be dealt with openly, lovingly and without fear. https://youtu.be/fv3LoU5ovbI This Is To Mother You -by Sinead O'ConnorThis is to mother youTo comfort you and get you throughThrough when your nights are lonelyThrough when your dreams are only blueThis is to mother youThis is to be with youTo hold you and to kiss you tooFor when you need me I will doWhat your own mother didn't doWhich is to mother youAll the pain that you have knownAll the violence in your soulAll the wrong things you have doneI will take from you when I comeAll mistakes made in distressAll your unhappinessI will take away with my kiss, yesI will give you tendernessFor child I am so glad I've found youAlthough my arms have always been around youSweet bird although you did not see meI saw youAnd I'm here to mother youTo comfort you and get you throughThrough when your nights are lonelyThrough when your dreams are only blueThis is to mother you"
896,"Listened to the song and I'm weeping. Thank you, Danaus.  Mad Pride"
897,"Today I had a fuller reaction to the memory of my BPDm coming in my room to be emotionally abusive (either criticizing me or wanting me to comfort her).  She used to say, ""Knock, knock, knock!"" in this cutesy ""I'm just pretending to knock because we're so close we don't have boundaries"" voice or say my name with this annoying ""I need you to do something for me"" inflection to it -- it still makes me cringe to think of it.  Even though I spent a lot of time alone, I couldn't truly get away from her.  I had the physical ability to lock my door but I knew that I had to let her in any time she wanted to talk to me.  And it's like I can't ever be alone enough or be far enough away from her.Being alone is the only time I feel safe to be myself.  I spend a lot of time alone and rarely feel lonely; I think I suppress feelings of loneliness so that it's hard to recognize.  When I'm around other people, my mind tends to go blank and I semi-freeze.  (I don't think I'm hypervigilant, but maybe this is my version of dissociating rather than being vigilant?  Does anyone else do this?) If I'm talking with someone (especially party/large group conversations or on the phone) I tend to wait for them to dismiss me when they're done talking to me, as if they're BPDm."
898,I enjoy being alone. My h travels for his job and although there are times when I wish he didn't travel so much if he is home for an extended amount of time I will find myself wishing he would go out for a few days. We both need our alone time and we've had the conversation that I don't think either one of us could handle a traditional marriage of together every evening every day. I miss him when he's out but I think it makes our time together better.When I am with people I sometimes have blank outs where I can't think of a single thing to say. It's kind of like a mental freeze. It's gotten better since Ive learned about mental health but I still notice it particularly in larger social settings. I think it's the nature of the beast known as cptsd.
899,"Yes, that was the worst: never truly being alone. I could close my door, but if I locked it, my mother would demand an explanation. She'd knock before entering, but only once, and so abrupt and loud it often made me jump. She'd barge right in. She was so hideously overworked, she had literally no patience left, no gentleness, no time for chit-chats, so she'd stride in, look down on me, face grim and serious: ""Homework done yet? Your room's a mess, tidy it up! Where's that pair of jeans I told you I had to darn?"" There were no boundaries, or none that applied to her. Everything was under her control; everything was open to her interrogation. I remember wishing I could just hide between my desk and the wall. The only reason why I didn't was, she'd have certainly hunted me down. She expected me to find me at my post. Making her look for me would have been a crime.Does that mean my CPTSD now wouldn't be so very bad if only I'd have been allowed to lock the bloody door?    Rain, I like this concept of emotional safety. I never thought of it like that, but that's precisely what was lacking. It's what's still lacking. I'm hyper-vigilant in social situations. The first itty-bitty thing goes wrong and that's it, the situation's officially become unsafe. Being alone means being safe. Once there are no people around, then there is no danger around. I can be around people, but it takes energy. We had visitors just yesterday, and I'm still sad and frustrated by how easy it still is for me to get EFs. "
900,"There actually ARE people out there capable of LOVING us, and looking at us with caring ...honoring our boundaries.   And, we hide from them too.....    "
901,"Yes, I knew that traumatic memories cause PTSD or CPTSD especially and particularly when they're associated with a lack of control. But it's still another thing to connect this to my own life. It's still so easy to think that it wasn't bad. After all, I was never hit. My mother was hard, that's true. I think she lived all those years as if we were having one long emergency, where it's quite alright to focus only on the most important tasks. It's a pity. She's a good woman. She just can't like me, I think. Love in an abstract sense, yes. If our house ever burnt down, she'd be here in a heartbeat to help. But liking, not so much.A big eye-opener was reading in Pete Walker's texts how emotional abuse and neglect also means there's no one there to share good news with, no one who welcomes us, no one we can go to if we want to chat about things that interest us. I never realized before how much I'd missed that as a kid. It's still something I routinely keep to myself. I started purposely sharing some of the sillier, more inconsequential bits of ""good news"" or things of interest with dh. And what do you know, it does help bring you closer to someone. I never knew.   I'd thought I was doing him a favour by keeping it to myself. It's given me a new appreciation for the fact that dd loves to share Star Wars trivia with me. I have no interest whatsoever in Star Wars, but I have an interest in her, so I'm listening a lot more actively now, asking her questions about it etc. And hey, it's brought us closer together too! Amazing, isn't it, this thing called ""relationship"" that apparently I didn't get in my FOO."
902,"By chance, do you have German, Scandinavian heritage, cat?"
903,"Oooh yes, plenty of Germanic heritage, and therefore plenty of stoicism and emotional constipation. I'm in Central Europe, near the part where cuckoo clocks come from. (There are all kinds of novelty clocks invented in that area about... one or two centuries ago?... One where, on the stroke of the clock, a tiny figurine beheads another tiny figurine - but for some reason those never really caught on.) I agree about the 4F defense. Sometimes I'm wondering if whole cultures can go into a 4F defence. It's probably safe to say that some cultures or subcultures value one of those coping styles above the others. "
904,"No boundaries, no knocks, no locks --- that sums it up for me. Worst memory regarding this problem: When I was doing my A levels, my parents were pre divorce (father overt NPD, mother covert NPD and VERY passive aggressive) and both used me as their confidante. My father was absent from the house as often as he could - and so the b@$tard would come into my room and wake me up at night to talk about his problems - sometimes stark naked!   YIKES!!!!!! (I was never sexually molested by anyone but this was horrific for me as a teenager and he kept doing it even when I asked him not to).The first time I ever enjoyed being alone and literally just revelled in 'the sound of silence' was when my DD started pre school. I had made a million plans of what I would do while she was gone - and all I did was sit in my living room, on the couch, and ENJOY the silence... I think it was the first time in my life I was ever consciously 'alone' - in my head as well as physically. Pure bliss! Nowadays, I enjoy company as well as alone time. Both are necessary to my emotional and physical wellbeing. Quote from: schrödinger's cat on September 30, 2014, 07:38:05 AM(There are all kinds of novelty clocks invented in that area about... one or two centuries ago?... One where, on the stroke of the clock, a tiny figurine beheads another tiny figurine - but for some reason those never really caught on.)   Quote from: Rain on September 29, 2014, 10:58:05 PMOur parents were not loved themselves.   It is the only conclusion I have ...their own 4F defense, and it crushed us.    On and on it goes.In fact, mine were not abused and I know for a fact that both my grandmother's had longed for and cherished the children they got. I think my mother might have been subjected to passive agressiveness by her own mother but there was never any physical violence (I checked and checked with various sources in an effort to understand). My father had a brief stint with his birth father when no one knows for sure whether or not verbal or physical abuse occured but apart from that certainly nothing. (The divorce laws were quite complicated at the time and my father seems to have spent a few months living with his father before my grandmother could arrange for having sole custody of both her children.) Quite the contrary: He seems to have used and abused his mother as well as her twin sister even as a teenager/young adult (the stories start when he was 17).Whatever their own childhoods were like or not like: It can only ever be an explanation, never an excuse for the way they (mis)treated us.Quote from: Rain on September 29, 2014, 10:58:05 PMBut, it stops with you ...That's it! The cycle of abuse stops with us!We can't change our own past or our family legacy, but we can change the present and the future family legacy!"
905,Quote from: keepfighting link=topic=176.msg1339#msg1339 date=14120749 That's it! The cycle of abuse stops with us!       
906,"Quote from: keepfighting on September 30, 2014, 11:03:07 AMNo boundaries, no knocks, no locks --- that sums it up for me. Worst memory regarding this problem: When I was doing my A levels, my parents were pre divorce (father overt NPD, mother covert NPD and VERY passive aggressive) and both used me as their confidante. My father was absent from the house as often as he could - and so the b@$tard would come into my room and wake me up at night to talk about his problems - sometimes stark naked!   YIKES!!!!!! (I was never sexually molested by anyone but this was horrific for me as a teenager and he kept doing it even when I asked him not to).Horrific is an understatement, keepfighting.     It is likely emotional incest as he used you do discuss his adult problems ...and, well ...they say when parents expose children to pornography that it IS sexual abuse."
907,"FMV -My mother also did the verbal knock while simultaneously opening the door. I thought nothing of it until I read your post.  really she had me that brainwashed. See she went on and on about how she was a great mother because she allowed me to have my door closed, she didn't even have a bedroom door, she said. I discounted how I felt about her barging in, because she over-layed those feelings with her 'you're supposed to be grateful' feelings. Wow. Just wow.I too love being alone. I've asked my T about this several times, thinking that it might be wrong. She assures me, that as long as I'm happy to be alone, there is nothing wrong with it.I remember the best times growing up were when I was a teenager, and my parents would finally leave me alone in the house. It's like the whole house exhaled when I surreptitiously watched their car leave though a slit in the curtains (to make sure they really were gone). Then when I heard the car engine on the street, as it slowed to pull into the driveway, all the anxiety came flooding back in.It's hard to describe what happens to me with groups of people. It's kind of like tunnel vision, but it applies to all my senses. I am hyper aware of my immediate surrounds, but a cyclone could be happening in the next room, and I might not notice. My mind slows down and speeds up at the same time. I can take in tons of clues in my immediate surroundings, but verbal ability is greatly reduced. I think this is what Peter Levine describes as freeze. He says when the amygdala activity goes up, the activity in the Broca(language center) of the brain goes down."
